,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
481,BUZZ,BUZZ,BTCZ,2GIVE,CHC,SSS,CANN,ECN,SCL,SNRG,MTNC,XBC,PLAY,AMM,TZC,NVC,AMM,NVC,1337,TZC
482,DOT,2GIVE,CREA,SXC,PRIX,KORE,AUR,AUR,BELA,MTNC,NVC,NVC,BON,DGPT,DGPT,TFL,TOA,TIPS,MTNC,BRK
483,VTR,EXCL,SSS,HWC,WILD,CRAVE,KORE,DOT,AUR,AMM,KORE,OPT,GLD,PLAY,BTCZ,GLD,CPAY,TIE,SPRTS,ATL
484,CARBON,ADL,BRX,VTA,1337,BRX,B2B,BRX,CANN,GLD,GLD,CRB,XBC,XTO,CANN,DOT,PROC,INN,SNRG,BELA
485,DRP,VTR,RUP,DRP,KLC,BLITZ,2GIVE,B2B,PZM,BBT,ZNY,KORE,BTCZ,UFR,XBC,XBC,XBC,BUN,KORE,DRP
486,START,RKC,DAI,STA,EDR,DGPT,BRX,VIVO,BRK,HOLD,BELA,MTNC,ALT,BBT,BBT,PROC,INN,GLD,REAL,1337
487,BTCZ,PDC,SCL,PDC,BPL,VIVO,SSS,CHIPS,DOT,CHC,1337,PLAY,UFO,TFL,UFR,TOA,SPR,UFO,XBC,PGL
488,WILD,DGPT,CDX,AMM,SSS,BUZZ,1337,GLD,AMM,BRX,USNBT,ZNY,MTNC,MTNC,TOA,CANN,ATMS,DOT,ADC,BTDX
489,2GIVE,PURE,2GIVE,SCL,BRX,PURE,BPL,RIC,BRX,IND,CANN,SCL,SCL,BRX,XTO,PGL,UFO,XBC,CRB,TFL
490,WAND,XGOX,SXC,BRX,DRP,1337,MTNC,WDC,ADC,KLC,TFL,GLD,PGL,ZNY,MTNC,AMM,SNRG,VSX,PGL,ITNS
491,PDC,DOT,XGOX,BTCZ,KORE,TOA,OPT,BPL,XGOX,XGOX,IND,RIC,USNBT,UFO,ALT,BBT,BTCZ,TZC,GLD,GLD
492,VIVO,EBTC,PDC,CDX,SXC,CREA,USNBT,TFL,REX,DAI,RUP,BELA,RIC,RIC,ITNS,INXT,SSS,BLITZ,FYP,DOT
493,TKS,SCL,EBTC,SSS,CREA,BPL,SCL,INXT,BPL,RIC,DAI,XTO,NKA,USNBT,OPT,UFO,KORE,OPT,TZC,FYP
494,CREA,EBST,TOA,INXT,DGPT,SCL,DRP,PURE,CDX,PGL,RIC,HOLD,EXCL,SCL,AMM,SCL,BUZZ,ADC,INXT,FLIK
495,TOA,TOA,BUZZ,IND,PZM,2GIVE,CRAVE,2GIVE,TKS,CANN,BRX,REX,XTO,DAI,RIC,FYP,TIPS,WISH,PROC,VTA
496,PRIX,IXC,PROC,KLC,ZER,MTNC,XGOX,DAI,DAI,LCT,NOTE,IND,DAI,BON,BRX,SSS,MTNC,AMM,HWC,KORE
497,HBT,TKS,REAL,HBT,2GIVE,VTR,TOA,OPT,PRIX,CHIPS,PGL,AHT,ZNY,EXCL,DAI,QVT,CANN,KORE,BLITZ,XBC
498,EDR,TRUST,DGPT,EXCL,VTA,PROC,IND,PROC,RIC,SSS,SSS,BRX,BRX,ITNS,USNBT,DAI,ADC,PROC,BTCZ,CRB
499,PURE,ERC,IXC,DAI,TOA,PZM,VIVO,EXCL,1337,TOA,CHC,DAI,TOA,ONG,ZNY,OPT,1337,ATL,INN,STA
500,ADL,ERO,EQT,1337,WAND,VTA,HWC,IND,VIVO,EXCL,BPL,CHIPS,XGOX,XGOX,EXCL,BRX,SCL,MTNC,BTDX,ADC
501,USNBT,MBRS,EXCL,VTR,PDC,PYLNT,PRIX,PZM,CHC,TFL,DRP,TFL,REX,TOA,REAL,EXCL,ATL,SCL,RUP,FRD
502,EXCL,ELLA,ERO,CREA,XGOX,HWC,ZER,HWC,EXCL,DRP,CHIPS,SSS,CHIPS,ALT,BPL,ADC,TZC,HWC,BON,HWC
503,BASH,CDX,START,FOR,RUP,PRIX,PDC,TOA,IND,2GIVE,VIVO,TOA,IND,1337,XGOX,ERC,BRX,CANN,ATL,SCL
504,QRK,PROC,TKS,CHC,ERC,DRP,PYLNT,TKS,2GIVE,VIVO,VSL,CHC,BBT,SSS,SSS,UFR,QVT,INXT,BUN,REX
505,DGPT,ALT,WAND,RUP,NOBL,VSL,NOTE,EMV,HOLD,REAL,2GIVE,EXCL,TFL,UNI,REX,FRST,EXCL,BON,CANN,SNRG
506,TRUST,FRD,ADL,ADL,DAI,AHT,VTR,PYLNT,CHIPS,BPL,INXT,RUP,ERC,SMLY,UFO,ITNS,OPT,BBT,TIPS,SEND
507,SXC,SXC,TRUST,PYLNT,EXCL,DAI,EXCL,XGOX,NOTE,TKS,CREA,PDC,2GIVE,BPL,CPAY,ALT,ERC,TES,EXCL,INXT
508,EBST,EQT,ELLA,START,CDX,EXCL,PROC,SSS,PDC,NOTE,EXCL,2GIVE,NOTE,PDC,QVT,BPL,FRD,EXCL,ERC,BON
509,ELLA,HUC,MBRS,DGPT,FOR,NOTE,PZM,VTR,ZER,CREA,ALT,VIVO,BPL,REAL,2GIVE,MTNC,ITNS,VTA,BRX,CANN
510,ERC,XMG,INXT,ZRC,AHT,PDC,FRD,RUP,TOA,VTR,AHT,ITNS,RUP,2GIVE,PDC,2GIVE,BBT,SPR,VSX,BTCZ
511,FRD,XFT,NOBL,PRIX,SCL,ERC,AHT,CREA,SXC,RUP,TOA,ERC,SSS,VTR,BON,RUP,BPL,ERC,FLIK,QVT
512,ZEPH,DYN,BBT,TRUST,NOTE,CDX,ERC,PDC,CREA,PDC,SXC,INXT,VIVO,ERC,ZRC,ZNY,REX,BRX,SCL,ERC
513,REAL,BBT,ERC,MBRS,INXT,IND,RUP,SCL,VTR,SXC,REAL,BBT,SXC,IND,KLC,ZRC,NKA,QVT,FRD,BPL
514,HWC,FOR,CARBON,ERC,VSL,RUP,SXC,CARBON,KBR,1337,PURE,BPL,PDC,HOLD,IND,CHC,2GIVE,BPL,REX,UFR
515,DYN,DAI,TRC,IXC,VTR,ZRC,DAI,DRP,PYLNT,FRD,QVT,REAL,QVT,CPAY,VTR,PDC,XGOX,APX,BPL,EVR
516,PZM,ZEPH,PUT,NOBL,TKS,SXC,INXT,GJC,HWC,PURE,HWC,PURE,VTR,TKS,TKS,EVR,INXT,BTCZ,BUZZ,BUZZ
517,IXC,WAND,FRD,REAL,GCN,CARBON,NOBL,1337,ZRC,ERO,ERO,QVT,CHC,VIVO,PRIX,REX,FRST,SEND,OPT,EXCL
518,MBRS,TRC,ZEPH,ERO,PYLNT,ZER,ERO,NOTE,SSS,ZER,VTR,VTR,HOLD,AHT,CHC,VTR,RUP,ZRC,GOOD,OPT
519,ERO,WDC,VSL,TKS,CRAVE,EMV,BASH,SXC,INXT,GCN,TKS,TKS,TKS,HWC,VIVO,HOLD,TES,ITNS,SMART,NKA
520,EQT,ELTCOIN,ZRC,ELTCOIN,ZRC,NOBL,START,AHT,ERO,HBT,PDC,VSL,HWC,SXC,ERC,BON,ZRC,UFR,APX,AHT
521,NOBL,QRK,AHT,NOTE,IND,DYN,ZRC,FRD,GJC,ZRC,VTA,1337,CPAY,ZEPH,CHIPS,TKS,GRE,2GIVE,UFR,BRX
522,PROC,EGC,GCN,ELLA,HWC,FRD,VTA,ZER,PURE,QVT,ERC,NOTE,WAND,CHIPS,VSL,XGOX,ALT,FRD,CHIPS,RUP
523,PUT,BASH,XFT,GRE,FRD,STA,STA,ERO,ERC,PYLNT,BBT,HWC,START,RUP,HWC,HWC,BON,EVR,AMM,KRB
524,XMG,LINX,STAK,EBST,START,REX,WAND,ZRC,AHT,ERC,GJC,SMLY,ZRC,ZRC,HOLD,BUZZ,CHC,XGOX,SPR,AMM
525,WDC,VIDZ,KRB,EBTC,ERC20,TRUST,TRUST,PRIX,DRP,NOBL,ZRC,SXC,ERO,DYN,RUP,ZER,VTR,BUZZ,ITNS,2GIVE
526,ELTCOIN,REC,DYN,CARBON,STA,WAND,TKS,HOLD,RUP,DYN,ZER,ERO,REAL,NOTE,SMART,REAL,UFR,ZER,TES,APX
527,FOR,PUT,EBST,VSL,QVT,TKS,PURE,ERC,NOBL,HWC,FRD,CREA,ZER,ERO,ERO,IND,EVR,IND,EVR,CHIPS
528,ZEIT,APX,SMART,EFYT,V,EBST,MBRS,ZEIT,ZEIT,ELLA,NOBL,PRIX,TRUST,ZER,INXT,ERO,ZNY,VTR,SEND,VSX
529,EGC,PKB,XMG,EQT,TRUST,START,DYN,STA,FRD,CDX,REX,GJC,AHT,CHC,GCN,DYN,HOLD,REAL,NKA,WAND
530,DAI,KRB,APX,XFT,EBST,ERO,MCAP,WAND,STA,WAND,ZEIT,START,INXT,TRUST,DYN,XMG,TKS,HOLD,2GIVE,SMART
531,PKB,NOBL,STU,TRC,IXC,ELLA,NKA,NOBL,REAL,TRUST,DYN,ZRC,CREA,START,ZER,NOTE,ZER,SMART,TKS,MXT
532,HUC,ZRC,EGC,EGC,MBRS,FOR,HOLD,PING,ADL,TRC,PYLNT,ETBS,PRIX,FRD,START,ETBS,SMART,TKS,IND,TRC
533,ZRC,STU,QVT,SMART,REAL,EQT,ELLA,DYN,TRC,GJC,START,NOBL,DYN,INXT,TRUST,START,IND,FLIK,ZRC,IND
534,GOOD,QVT,CHIPS,WDC,EBTC,TRC,TRC,TRUST,DYN,STA,PRIX,DYN,PURE,GJC,ADL,TRUST,PDC,PYLNT,ZEPH,HOLD
535,TRC,GOOD,HUC,WAND,ELLA,QRK,CARBON,START,KLC,START,TRUST,PYLNT,PING,EFYT,PYLNT,CHIPS,VIVO,RUP,PRIX,XGOX
536,XFT,SMART,RAIN,ETBS,CARBON,HOLD,VSL,VSL,TRUST,VSL,TRC,TRUST,FLIK,NKA,AHT,PRIX,CHIPS,CHC,XGOX,CHC
537,PING,FLIK,ELTCOIN,DYN,HOLD,MBRS,EBST,TRC,FOR,PRIX,XMG,ZER,ETBS,FLIK,ETBS,PYLNT,GOOD,ZEPH,PYLNT,REAL
538,PGL,CTX,BASH,BBT,PROC,QVT,EGC,GRE,START,ETBS,GCN,ADL,KRB,KRB,FRD,VIVO,GCN,NKA,ADL,MCAP
539,VSL,MXT,PING,PING,EQT,XMG,QRK,ERC20,QVT,AHT,STA,PING,FRD,PRIX,ZEPH,SMART,CREA,PDC,HOLD,CREA
540,APX,NDC,ETBS,CHIPS,DYN,IXC,GCN,IXC,MCAP,MBRS,ETBS,FLIK,TRC,CREA,SXC,GCN,PRIX,PRIX,FRST,ADL
541,REC,CHIPS,EFYT,NDC,PGL,RAIN,FOR,BASH,VSL,EGC,WAND,TRC,ADL,MONK,XMG,KLC,PYLNT,START,ZER,VTR
542,DP,EFYT,CTX,ZEPH,ERO,EGC,QVT,MCAP,IXC,MCAP,MXT,STA,NOBL,XMG,KRB,SXC,DYN,CHIPS,QVT,PING
543,KRB,GIM,ANC,XMG,TRC,CHIPS,EQT,QVT,STU,MXT,EGC,STAK,GCN,STA,CREA,FRD,ETBS,FRST,CREA,TKS
544,LINX,MEC,EFL,DP,MXT,ZEPH,IXC,REAL,EFYT,EBST,GOOD,MCAP,ZEPH,SMART,CDX,KRB,CARBON,ZNY,TRC,ZRC
545,SMART,PING,FOR,APX,SMART,ZEIT,STU,EGC,WDC,ARC,CDX,GOOD,STA,WAND,NOTE,CREA,TRUST,PGL,CHC,NOTE
546,FLIK,ANC,ZEIT,GOOD,QRK,GCN,ZEPH,CDX,GCN,XMG,QRK,KRB,XMG,EGC,WAND,FLIK,KRB,ALT,NOTE,ALT
547,MEC,MCAP,MXT,KRB,ADL,SMART,PING,ELLA,MONK,QRK,MCAP,FRD,PYLNT,TRC,EGC,TRC,TRC,KRB,KRB,SPR
548,VIDZ,HOLD,HAL,LINX,EGC,REAL,XMG,FOR,EGC,KRB,KRB,WAND,VSL,PURE,EFYT,APX,XMG,CREA,START,STAK
549,STU,EFL,QRK,CBX,ZEIT,ELTCOIN,ADL,QRK,KRB,MONK,SMART,MXT,EFYT,ELTCOIN,PING,MXT,APX,TRUST,GJC,ZER
550,CTX,STAK,HOLD,PROC,PING,MXT,PGL,SMART,MXT,IXC,MONK,GCN,SMART,NOBL,STA,VSL,START,STA,WAND,PYLNT
551,BBT,RNS,LINX,MXT,XMG,ETBS,MXT,EQT,PING,DNR,IXC,XMG,MCAP,MCAP,TRC,MONK,MONK,XMG,VTR,START
552,EBTC,DNR,DNR,QRK,ELTCOIN,GOOD,HUC,MXT,QRK,KBR,EFYT,EGC,EGC,ADL,FLIK,ZEPH,NOTE,NOTE,MONK,MONK
553,CHIPS,DCY,CNT,HUC,ANC,XFT,ETBS,MBRS,ETBS,SMART,EBST,MONK,SMLY,MXT,MONK,WAND,ADL,TRC,PDC,PDC
554,ANC,HAL,STA,BLU,RAIN,DP,BLU,EBST,SMART,WDC,STU,SMART,GJC,VSL,MXT,GOOD,STA,MONK,GRE,BBT
555,POP,HAT,MCAP,STU,KRB,APX,MONK,KRB,XMG,FOR,ELLA,DNR,NDC,EBST,TES,EGC,SXC,GOOD,ALT,VIVO
556,MXT,CNT,PKB,RNS,CHIPS,KRB,XFT,BLU,ELLA,EFYT,FOR,CARBON,EBST,MBRS,DNR,STA,FLIK,PING,STA,TRUST
557,QVT,CBX,DP,QVT,GOOD,MCAP,KRB,EFYT,MBRS,PING,MBRS,BUN,MXT,PYLNT,TRCT,ADL,EGC,SXC,TRUST,TRCT
558,HAT,ETBS,WDC,STAK,ZEPH,HUC,ANC,XMG,DP,XFT,EFL,ZEPH,MONK,GCN,PURE,DNR,SMLY,TRCT,SXC,PRIX
559,NDC,BLU,HAT,BASH,ETBS,HODL,SMART,CTX,GOOD,PKB,HUC,CDX,STAK,ETBS,CRAVE,AHT,ZEPH,MXT,TRCT,ZNY
