,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
0,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC,BTC
1,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH,ETH
2,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP,XRP
3,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH,BCH
4,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA,ADA
5,LTC,LTC,LTC,LTC,LTC,LTC,LTC,LTC,LTC,LTC,XLM,XLM,XLM,XLM,XLM,NEO,NEO,XLM,XLM,NEO
6,XEM,XEM,NEO,NEO,XEM,XEM,XEM,XEM,XEM,XLM,LTC,LTC,LTC,LTC,LTC,XLM,LTC,NEO,NEO,XLM
7,XLM,NEO,XEM,XEM,NEO,NEO,NEO,NEO,XLM,XEM,NEO,EOS,EOS,XEM,NEO,LTC,XLM,LTC,LTC,LTC
8,NEO,XLM,XLM,XLM,XLM,XLM,EOS,EOS,EOS,EOS,XEM,NEO,NEO,NEO,EOS,EOS,EOS,EOS,EOS,EOS
9,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,XLM,XLM,NEO,NEO,EOS,XEM,XEM,EOS,XEM,XEM,XEM,XEM,XEM,XEM
10,EOS,EOS,EOS,DASH,DASH,EOS,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA,MIOTA
11,DASH,DASH,DASH,EOS,EOS,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH,DASH
12,XMR,XMR,XMR,TRX,TRX,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR,XMR
13,TRX,TRX,TRX,XMR,XMR,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX,TRX
14,BTG,ETC,ICX,ETC,ICX,ICX,ICX,ICX,ICX,ICX,VEN,VEN,VEN,VEN,ICX,ICX,ICX,QTUM,QTUM,LSK
15,ETC,QTUM,ETC,ICX,ETC,ETC,QTUM,QTUM,QTUM,QTUM,ICX,QTUM,ICX,ICX,ETC,QTUM,QTUM,LSK,LSK,VEN
16,ICX,ICX,QTUM,QTUM,QTUM,QTUM,ETC,ETC,ETC,ETC,QTUM,ICX,QTUM,ETC,QTUM,ETC,ETC,ICX,ETC,ETC
17,QTUM,LSK,LSK,LSK,LSK,LSK,LSK,LSK,LSK,LSK,ETC,ETC,ETC,QTUM,VEN,VEN,VEN,VEN,VEN,XRB
18,LSK,XRB,XRB,XRB,XRB,XRB,XRB,XRB,VEN,VEN,LSK,LSK,LSK,LSK,PPT,LSK,LSK,ETC,PPT,QTUM
19,XRB,OMG,OMG,OMG,OMG,OMG,VEN,VEN,XRB,XRB,XRB,OMG,XRB,XRB,LSK,PPT,PPT,XRB,ICX,USDT
20,OMG,ARDR,USDT,ARDR,USDT,VEN,OMG,OMG,USDT,PPT,OMG,PPT,PPT,PPT,XRB,XRB,USDT,PPT,XRB,ICX
21,ARDR,STRAT,ZEC,USDT,XVG,ZEC,PPT,PPT,OMG,OMG,PPT,XRB,OMG,OMG,USDT,USDT,XRB,USDT,USDT,PPT
22,BNB,BNB,ARDR,ZEC,SC,USDT,ZEC,USDT,PPT,USDT,USDT,STEEM,USDT,USDT,OMG,OMG,OMG,OMG,OMG,OMG
23,ZEC,ZEC,STRAT,SC,PPT,PPT,USDT,ZEC,ZEC,ZEC,STEEM,USDT,STEEM,STEEM,STEEM,STRAT,ZEC,ZEC,ZEC,ZEC
24,XVG,SC,PPT,PPT,VEN,XVG,XVG,XVG,XVG,XVG,ZEC,ZEC,ZEC,ZEC,ZEC,STEEM,STRAT,STEEM,STEEM,STEEM
25,STRAT,BCN,VEN,STRAT,ZEC,SC,BNB,BNB,BNB,BNB,XVG,BNB,STRAT,STRAT,STRAT,ZEC,STEEM,STRAT,BTS,BNB
26,BCN,PPT,BNB,BNB,ARDR,BNB,SC,SC,SC,SC,BNB,XVG,BNB,XVG,SC,SC,BNB,BTS,STRAT,STRAT
27,SC,VEN,XVG,XVG,BCN,STRAT,STRAT,STRAT,BCN,STRAT,STRAT,SC,BCN,BCN,BCN,BCN,BCN,BNB,BNB,DGD
28,BCC,XVG,SC,BCN,STRAT,ARDR,BCN,BCN,STRAT,BCN,SC,STRAT,XVG,BTS,BNB,BNB,SC,BCN,BCN,SC
29,PPT,BCC,BCN,VEN,BNB,BCN,STEEM,STEEM,STEEM,STEEM,BCN,BCN,SC,BNB,XVG,XVG,BTS,SC,SC,BCN
30,VEN,USDT,SNT,SNT,SNT,STEEM,ARDR,ARDR,ARDR,ARDR,ARDR,BTS,BTS,SC,BTS,BTS,XVG,XVG,XVG,BTS
31,STEEM,SNT,KCS,KCS,STEEM,SNT,SNT,SNT,SNT,REP,BTS,ARDR,ZRX,ZRX,SNT,SNT,ARDR,ZRX,ZRX,XVG
32,SNT,BTS,STEEM,STEEM,MKR,BTS,BTS,MKR,MKR,SNT,SNT,SNT,SNT,WTC,ARDR,ARDR,SNT,MKR,MKR,MKR
33,USDT,STEEM,BTS,BTS,KCS,MKR,REP,REP,REP,MKR,REP,REP,ARDR,SNT,WTC,WTC,WTC,SNT,VERI,VERI
34,BTS,KCS,WAVES,DOGE,BTS,ZRX,MKR,BTS,BTS,BTS,MKR,WAVES,WTC,ARDR,ZRX,ZRX,ZRX,VERI,REP,ZRX
35,DOGE,DOGE,ZRX,WAVES,DOGE,DOGE,KCS,KCS,ZRX,WAVES,WTC,DOGE,REP,KCS,KCS,REP,MKR,WTC,SNT,REP
36,KCS,WAVES,DOGE,DRGN,WAVES,WAVES,ZRX,ZRX,WAVES,ZRX,WAVES,MKR,MKR,REP,REP,WAVES,WAVES,ARDR,WTC,WAVES
37,WAVES,REP,REP,ZRX,ZRX,KCS,WAVES,WAVES,DOGE,DOGE,IOST,WTC,WAVES,WAVES,MKR,MKR,REP,WAVES,WAVES,WTC
38,REP,ZRX,ETN,DCN,DCN,REP,DOGE,DOGE,KCS,WTC,ZRX,ZRX,DOGE,MKR,WAVES,KCS,VERI,REP,KCS,KCS
39,SMART,KMD,DRGN,REP,DRGN,VERI,ETN,ETN,VERI,ETN,DOGE,VERI,VERI,DOGE,DOGE,VERI,KCS,KCS,RHOC,SNT
40,ZRX,DGB,VERI,ETN,REP,ETN,VERI,VERI,ETN,KCS,VERI,HSR,HSR,VERI,RHOC,RHOC,DOGE,RHOC,AE,AE
41,DGB,GNT,KMD,MKR,VERI,DCN,KMD,KMD,WTC,VERI,ETN,ARK,KCS,HSR,VERI,DOGE,RHOC,AE,ARDR,RHOC
42,DRGN,VERI,SALT,VERI,ETN,DRGN,LRC,WTC,KMD,KMD,KMD,ETN,KMD,KMD,AE,KMD,HSR,DOGE,DOGE,ARDR
43,DCN,GAS,QASH,KMD,KMD,KMD,DCR,DCR,DRGN,PIVX,KCS,KMD,ARK,DRGN,KMD,AE,KMD,DCR,DCR,DCR
44,QASH,QASH,DGB,SALT,ARK,DCR,DRGN,DRGN,DCR,DCR,HSR,IOST,ETN,RHOC,HSR,HSR,DCR,KMD,DGD,DOGE
45,KMD,DRGN,GNT,ARK,DGB,LRC,DCN,LRC,DCN,ARK,ARK,KCS,RHOC,ETN,DRGN,GAS,GAS,HSR,HSR,HSR
46,VERI,ETN,ARK,QASH,WAX,ARK,ARK,DCN,LRC,DRGN,DCR,RHOC,IOST,AE,ARK,ARK,AE,GAS,KMD,KMD
47,LRC,ARK,GAS,DGB,QASH,WAX,SALT,ARK,ARK,DCN,LRC,DCR,LRC,BAT,BAT,DCR,LRC,ARK,GAS,DRGN
48,ETN,WAX,DCR,BAT,BAT,DGB,WTC,SALT,SALT,BAT,DCN,LRC,DCR,ARK,DGB,DRGN,ARK,DRGN,DRGN,GAS
49,ARK,HSR,HSR,DCR,SALT,BAT,DGB,QASH,DGB,LRC,PIVX,ELF,AE,LRC,ETN,BAT,DRGN,LRC,ARK,ARK
50,HSR,DCN,WAX,GAS,DCR,GNT,BAT,BAT,QASH,DGB,DRGN,PIVX,BAT,DCR,DCR,DGB,BAT,DGB,BAT,LRC
51,GNT,DCR,DCN,GNT,GBYTE,QASH,QASH,DGB,BAT,HSR,DGB,BAT,DCN,IOST,LRC,LRC,DGB,BAT,LRC,ETN
52,WAX,PIVX,LRC,ETHOS,GNT,HSR,GNT,GNT,PIVX,GNT,BAT,DCN,DRGN,DGB,QASH,ETN,ETN,ETN,DGB,BAT
53,GAS,LRC,WTC,WAX,WTC,SALT,HSR,HSR,HSR,QASH,GBYTE,DGB,PIVX,PIVX,PIVX,PIVX,IGNIS,ELF,ELF,DGB
54,DCR,ZCL,ETHOS,LRC,GAS,WTC,GBYTE,WAX,GNT,WAX,QASH,DRGN,DGB,DCN,DCN,ELF,DGD,DGD,ETN,ELF
55,BAT,WTC,PIVX,DENT,DENT,FUN,WAX,ETHOS,GBYTE,GBYTE,GNT,GBYTE,ELF,QASH,IOST,DCN,ELF,PIVX,DCN,DCN
56,PIVX,SALT,RHOC,PIVX,ETHOS,GBYTE,GAS,GAS,WAX,CND,GAS,QASH,DGD,ZCL,ELF,QASH,QASH,QASH,PIVX,GBYTE
57,WTC,GBYTE,GBYTE,GBYTE,LRC,GAS,PIVX,RHOC,GAS,ETHOS,RHOC,AE,QASH,ELF,GAS,IOST,PIVX,NAS,IOST,ZCL
58,ZCL,AION,ZCL,HSR,PIVX,PIVX,ETHOS,PIVX,ETHOS,FUN,ELF,GNT,GAS,GNT,GNT,NAS,NAS,GNT,GNT,PIVX
59,GBYTE,FUN,FUN,RHOC,FUN,ETHOS,FUN,FUN,FUN,GAS,FUN,GAS,GBYTE,GAS,DGD,GBYTE,DCN,GBYTE,NAS,QASH
60,SALT,FCT,AION,WTC,HSR,DENT,ZCL,GBYTE,RHOC,RHOC,WAX,ZCL,ZCL,GBYTE,GBYTE,GNT,IOST,DCN,QASH,NAS
61,DENT,DENT,FCT,FUN,RHOC,ZCL,AION,AION,CND,FCT,ETHOS,WAX,GNT,AION,ZCL,DGD,GBYTE,IOST,PLR,PLR
62,AION,MONA,DGD,ZCL,RDD,RHOC,FCT,DENT,FCT,SALT,AE,FUN,WAX,DGD,NAS,DENT,GNT,ZCL,ZCL,IOST
63,BTM,ETHOS,MONA,AION,ZCL,FCT,ELF,FCT,DENT,POWR,FCT,DGD,CND,FUN,FUN,ZCL,ZCL,FUN,GBYTE,GNT
64,FCT,XP,DENT,POWR,MED,POWR,DENT,ZCL,AION,DGD,SALT,ETHOS,FUN,WAX,CNX,FUN,FUN,R,CNX,CNX
65,KNC,MAID,AE,FCT,POWR,RDD,RHOC,MONA,NXT,DENT,CNX,FCT,SALT,CNX,AION,CNX,DENT,IGNIS,CND,ETHOS
66,FUN,GXS,REQ,NXS,FCT,ELF,MONA,ELF,MONA,CNX,AION,CND,ETHOS,SALT,SALT,AION,AION,PLR,FUN,CND
67,ETHOS,SUB,GXS,AE,REQ,KIN,POWR,POWR,POWR,AION,POWR,SALT,NAS,NAS,FCT,SALT,CNX,AION,ETHOS,R
68,RDD,AE,KIN,RDD,XP,AION,KIN,DGD,DGD,AE,CND,POWR,FCT,ETHOS,ETHOS,FCT,FCT,ETHOS,AION,GXS
69,POWR,POWR,POWR,DGD,AION,MED,NAS,KIN,ELF,ELF,ZCL,NAS,CNX,CND,POWR,POWR,CND,FCT,SALT,BTX
70,GXS,RDD,SYS,REQ,NXS,ENG,SUB,NAS,KIN,MONA,DENT,AION,POWR,FCT,CND,IGNIS,SALT,CNX,POWR,AION
71,AE,SYS,SUB,XP,KIN,REQ,AE,AE,AE,SRN,DGD,CNX,AION,POWR,NXS,ETHOS,ETHOS,POWR,R,DENT
72,MED,NXS,MAID,MONA,DGD,DGD,DGD,SYS,NAS,NXT,NAS,DENT,DENT,DENT,SYS,CND,POWR,DENT,DENT,SYS
73,RHOC,NXT,NXS,MED,MONA,NXS,LINK,RDD,ZCL,NAS,MONA,MONA,RDD,SYS,DENT,SYS,PLR,CND,FCT,POWR
74,REQ,MED,RDD,NEBL,AE,AE,RDD,ENG,SYS,SYS,PART,SYS,NXS,MONA,MONA,NXT,R,SALT,SYS,FCT
75,KIN,REQ,NEBL,SYS,ENG,SYS,SYS,NEBL,SRN,ZCL,NXT,NXT,SYS,NXS,GXS,PLR,GXS,GXS,GXS,SALT
76,SYS,ENG,XZC,ENG,ELF,MONA,NEBL,NXS,MAID,ENG,SYS,XP,GXS,RDD,RDD,MONA,MONA,SYS,BTX,KIN
77,XP,RHOC,ENG,SUB,SYS,NEBL,ENG,REQ,RDD,RDD,SRN,GXS,NXT,ENG,NXT,NXS,NXT,XZC,IGNIS,FUN
78,ENG,KIN,XP,ELF,NEBL,EMC,REQ,LINK,REQ,REQ,ENG,NXS,MONA,NXT,ENG,RDD,SYS,NXT,XZC,MONA
79,NXS,DGD,NAS,MAID,BCC,XP,MED,EMC,NXS,MAID,RDD,KIN,MED,GXS,XZC,GXS,NXS,MONA,NXT,NXT
80,MONA,GAME,NXT,NXT,GXS,GXS,NXS,SUB,GXS,NXS,GXS,ENG,ENG,REQ,BNT,XZC,XZC,NXS,KIN,XZC
81,MAID,NAS,BNT,GXS,MAID,MAID,XP,CND,ENG,GXS,KIN,MED,KIN,MAID,WAX,ENG,RDD,REQ,REQ,IGNIS
82,DGD,PART,PART,XZC,NXT,NXT,GXS,MAID,EMC,XZC,MAID,PART,MAID,MED,MAID,MAID,MAID,MAID,MAID,RDD
83,NXT,BNT,GAME,NAS,SUB,CND,EMC,XZC,NEBL,KIN,NXS,RDD,SRN,BNT,KIN,KIN,KIN,RDD,ENG,REQ
84,SUB,PAY,ELF,KIN,NAS,SUB,NXT,NXT,LINK,LINK,REQ,MAID,XZC,XZC,REQ,REQ,ENG,BTX,NXS,ENG
85,ELF,GNO,MED,GAME,QSP,XZC,MAID,BTX,CNX,BNT,XZC,REQ,BNT,PART,PAY,BTX,REQ,KIN,RDD,PAY
86,NAS,XZC,LINK,QSP,BTX,QSP,XZC,XP,XZC,XP,BNT,SRN,REQ,BTX,BTX,WAX,BTX,ENG,BNT,PART
87,PAY,ELF,XPA,PART,XZC,NAS,BNT,MED,MED,NEBL,BTX,XZC,PART,XP,MED,PART,PAY,PART,PART,NXS
88,BNT,XDN,QSP,BNT,EMC,BTX,QSP,GXS,BNT,QSP,XP,BNT,XP,LINK,PART,MED,SRN,PAY,PAY,MAID
89,GAME,CVC,PAY,BTX,PAC,GAME,BTCD,BNT,SUB,MED,NEBL,BTX,BTX,KIN,PLR,PAY,PART,WAX,MONA,BNT
90,ICN,LINK,BTX,PAY,PART,BTCD,GAME,QSP,QSP,SUB,QSP,GAME,GAME,QSP,GAME,GNO,WAX,EMC,GNO,GAME
91,GNO,EMC,EMC,LINK,XDN,LINK,BTX,CNX,BTX,EMC,LINK,QSP,QSP,NEBL,LINK,QSP,MED,GNO,NEBL,GNO
92,XZC,COB,BTCD,GNO,VEE,GNO,CND,GAME,XP,PAY,MED,LINK,NEBL,GAME,GNO,PPP,EMC,MED,WAX,LINK
93,PART,RDN,GNO,XDN,GAME,BNT,PAY,BTCD,PAY,PART,PAY,NEBL,SUB,PAY,QSP,NEBL,GNO,NEBL,EMC,QSP
94,COB,XPA,CVC,CVC,BNT,PART,GNO,PAY,XPA,GAME,GNO,PAY,PAY,GNO,NEBL,LINK,LINK,LINK,LINK,EMC
95,EMC,BTCD,SKY,EMC,PAY,PAC,CVC,GNO,GAME,PLR,SUB,GNO,LINK,PLR,SRN,GAME,NEBL,QSP,RDN,HPB
96,CVC,CNX,CNX,CNX,LINK,PAY,PART,XPA,CVC,BTX,PLR,PLR,PLR,SRN,RDN,RDN,QSP,BNT,GAME,MED
97,LINK,NEBL,COB,BTCD,CVC,CVC,PAC,PART,GNO,GNO,XPA,SPHTX,GNO,STORM,XP,POE,GAME,GAME,MED,NEBL
98,NEBL,PAC,RDN,SKY,GNO,BCC,XPA,PAC,BTCD,XPA,EMC,SUB,CVC,SUB,CVC,SUB,BNT,RDN,QSP,WAX
99,BTCD,SKY,XDN,PAC,CNX,POE,VEE,CVC,PAC,RDN,GAME,CVC,XDN,CVC,SUB,CVC,RDN,SUB,HPB,SUB
100,XDN,VEE,BIX,COB,BTCD,XDN,CNX,SRN,PART,CVC,CVC,RLC,SPHTX,EMC,XDN,BLOCK,CVC,CVC,PPP,RDN
101,SAN,QSP,NAV,RDN,CND,VIBE,XDN,PLR,SKY,POE,SPHTX,ENJ,EMC,RDN,EMC,BNT,SUB,SRN,XPA,CVC
102,XPA,PLR,DEW,VEE,RDN,XPA,POE,SKY,PLR,TNB,SKY,EMC,RDN,RLC,STORM,EMC,POE,PPP,POE,BLOCK
103,RDN,NAV,VEE,DEW,COB,CNX,PLR,POE,POE,BTCD,BTCD,TNB,POE,POE,XPA,XDN,XDN,XDN,SUB,STORJ
104,QSP,STORJ,BCO,POE,PLR,RDN,SKY,XDN,XDN,SKY,RDN,RDN,STORM,XPA,UBQ,SRN,XPA,HPB,SRN,ANT
105,VEE,BLOCK,PAC,SAN,SKY,STORJ,RDN,SPHTX,RDN,PAC,RLC,POE,XPA,SPHTX,STORJ,STORJ,BLOCK,POE,CVC,XPA
106,STORM,VTC,BLOCK,XPA,POE,COB,DEW,RDN,SPHTX,STORJ,POE,SKY,RLC,XDN,SPHTX,UBQ,STORJ,BLOCK,XDN,POE
107,PAC,RLC,PLR,PLR,SPHTX,SKY,SPHTX,VEE,DEW,XDN,STORJ,STORJ,ENJ,ENJ,TNB,STORM,PPP,XPA,ITC,BTCD
108,RLC,STORM,PPP,BIX,DEW,VEE,STORJ,VIBE,VEE,RLC,XDN,DEW,SKY,STORJ,RLC,RLC,BTCD,ANT,STORJ,DEW
109,SKY,PPP,VTC,BCC,STORJ,SPHTX,COB,DEW,VIBE,SPHTX,VEE,XDN,DEW,TNB,BTCD,XPA,SPHTX,ITC,ANT,VTC
110,APPC,SAN,STORJ,NAV,BCO,DEW,VIBE,VTC,UNITY,LEND,TNB,BTCD,TNB,DEW,POE,TNB,SKY,TNB,UBQ,RLC
111,BTX,DEW,RLC,XBY,XPA,TNB,VTC,STORJ,PPP,VTC,DEW,VTC,STORJ,UBQ,DEW,R,UBQ,STORJ,BLOCK,PPP
112,PLR,EDG,QRL,PPP,LEND,RLC,RLC,BCO,VTC,DEW,VTC,VEE,BTCD,BTCD,VTC,SPHTX,ENJ,UBQ,SPHTX,XDN
113,RPX,BCO,STORM,LEND,NAV,ACT,TEL,RLC,STORJ,VEE,BCO,XPA,UNITY,AST,ENJ,ENJ,RLC,BTCD,BTCD,SRN
114,STORJ,ENJ,R,BCO,SAN,PLR,SAN,TEL,BCO,VIBE,UBQ,ACT,VTC,VTC,PPP,BTCD,TNB,VTC,VTC,UBQ
115,POE,MCO,EDG,ENJ,PPP,VTC,PPP,NAV,TNB,BLOCK,SNGLS,VIBE,ACT,BLOCK,BLOCK,XP,PAC,RLC,UNITY,HTML
116,SNGLS,APPC,DBC,VTC,VTC,NAV,ACT,UBQ,RLC,UBQ,PAC,UBQ,BCO,SKY,SKY,HPB,VTC,STORM,DEW,ENJ
117,PPP,POE,POE,STORM,TNB,PPP,UBQ,SAN,SAN,NAV,NAV,BCO,UBQ,BCO,BIX,SKY,HPB,AST,PAC,ZEN
118,NAV,RPX,MCO,STORJ,STORM,SAN,TNB,DTR,NAV,BCO,STORM,OST,BLOCK,ANT,HPB,VTC,AST,UNITY,BIX,SKY
119,CNX,R,DTR,BLOCK,ENJ,LEND,NAV,MCO,LEND,PPP,ENJ,LEND,VEE,ACT,PAC,PAC,ANT,BCO,AST,ITC
120,VTC,BAY,RPX,RPX,BLOCK,INS,BCO,PPP,UBQ,ENJ,LEND,SNGLS,ANT,COB,SAN,DEW,STORM,ENJ,SKY,TNB
121,UTK,TNB,SRN,TNB,HPB,BCO,OST,COB,BLOCK,COB,BLOCK,PAC,LEND,NAV,AST,ANT,XP,DEW,RLC,BIX
122,ENJ,DBC,UBQ,EDG,ACT,ENJ,STORM,BLOCK,DTR,UNITY,SAN,RPX,PPP,SAN,ACT,UNITY,DEW,SPHTX,TNB,MCO
123,DBC,SRN,SAN,DBC,VIBE,DTR,RPX,TNB,ANT,SAN,DTR,ANT,SNGLS,PPP,NAV,AST,BIX,SKY,ENJ,SPHTX
124,VIBE,OST,LEND,SRN,XBY,HPB,LEND,ACT,STORM,TNT,VIBE,STORM,SAN,LEND,LEND,LEND,ITC,BIX,MCO,AST
125,ACT,UBQ,ENJ,RLC,RLC,BLOCK,DTR,STORM,COB,RPX,PPP,NAV,THETA,VEE,ANT,BIX,SAN,PAC,STORM,ACT
126,TNB,XBY,APPC,AST,BIX,STORM,HPB,OST,XCP,DTR,COB,BLOCK,VIBE,MCO,BCO,SAN,ZEN,ZEN,ACT,VEE
127,DEW,ACT,INS,UBQ,DTR,TEL,BCC,BCC,BCC,STORM,ACT,SAN,NAV,SNGLS,MCO,ACT,NAV,ACT,ZEN,STORM
128,BLOCK,ANT,AST,MCO,EDG,BIX,SNGLS,LEND,ENJ,MANA,MCO,THETA,COB,VIBE,VEE,NAV,LEND,VEE,BCO,SAN
129,LEND,LEND,ACT,R,UBQ,UBQ,BLOCK,ENJ,TEL,MCO,RPX,PPP,OST,PAC,COB,SNGLS,ACT,XP,VEE,XP
130,MCO,VIBE,TNB,DTR,SRN,XBY,APPC,HPB,MCO,ANT,XCP,MCO,RPX,DTR,THETA,ITC,UNITY,SAN,DTR,DTR
131,BCO,PPC,XBY,APPC,DBC,OST,ENJ,RPX,SNGLS,SNGLS,ANT,DBC,PAC,OST,VIBE,THETA,MCO,LEND,LEND,SNGLS
132,AST,AST,ANT,OST,R,SRN,XBY,SNGLS,OST,XCP,DBC,DTR,MCO,THETA,SNGLS,MCO,VEE,MCO,NAV,NAV
133,EDG,SNGLS,BCC,HPB,HTML,APPC,AST,APPC,HPB,OST,MANA,MANA,AMB,TEL,DTR,ZEN,COB,DTR,PPC,LEND
134,UBQ,QRL,UTK,INS,AST,MCO,SRN,AST,AST,BCC,EMC2,AMB,TEL,RPX,RPX,COB,BCO,NAV,SAN,AGRS
135,PPC,SNM,SPANK,UTK,MCO,EDG,INS,INS,R,TEL,HTML,AST,DTR,XCP,XCP,VEE,SNGLS,MANA,AGRS,PAC
136,XBY,EMC2,OST,MANA,APPC,AST,DBC,DBC,INS,AST,OST,XCP,DBC,MANA,ITC,VIBE,DTR,SNGLS,THETA,BCO
137,RCN,ATM,PPC,ACT,TEL,DBC,WABI,R,RPX,HTML,AST,UNITY,AST,ZEN,ZEN,BCO,AMB,COB,MANA,MANA
138,BAY,SPANK,SNGLS,WABI,XCP,UNITY,MCO,XCP,WABI,R,APPC,R,MANA,DBC,OST,RPX,RPX,AMB,SNGLS,UNITY
139,R,UNITY,VIBE,QRL,OST,EMC2,BIX,WABI,HTML,EMC2,UKG,INS,HPB,UNITY,DBC,AMB,THETA,THETA,COB,THETA
140,DTR,DTR,ZEN,PPC,PPC,SNGLS,R,XBY,APPC,APPC,XBY,HTML,HTML,AMB,AMB,OST,OST,AGRS,XAS,XAS
141,ANT,TRIG,WABI,VIBE,MANA,XCP,EMC2,PPC,SPANK,INS,SPANK,XAS,APPC,HPB,R,MANA,MANA,RPX,VIBE,AMB
142,SNM,CTR,SNM,SPANK,RPX,R,HTML,HTML,DBC,HPB,BIX,APPC,XAS,XAS,TEL,BAY,VIBE,VIBE,OST,WABI
143,SPANK,UKG,XCP,SNGLS,UTK,MANA,EDG,BAY,XBY,BAY,R,XBY,EMC2,XBY,MANA,XCP,XCP,DBC,AMB,VIBE
144,OST,NLG,DATA,SNM,SNM,HTML,BAY,BIX,BAY,ACT,INS,EMC2,XCP,BAY,EMC2,XAS,HTML,OST,DBC,DBC
145,EMC2,WABI,NLG,QLC,ITC,RPX,INT,EMC2,EMC2,WABI,HPB,HPB,XBY,APPC,UNITY,EMC2,AGRS,XAS,RPX,OST
146,CTR,ADX,BAY,BAY,INS,BAY,MANA,SPANK,MANA,BIX,UNITY,TEL,INS,HTML,SNM,TEL,BAY,BAY,SNM,MDS
147,WABI,XCP,EMC2,XCP,UNITY,ADX,SNM,EDG,ACT,SPANK,BAY,BIX,ZEN,ITC,BAY,DBC,XAS,XCP,DATA,RPX
148,CMT,LBC,CTR,DATA,SNGLS,PPC,UNITY,ANT,PPC,AMB,TEL,BAY,R,EMC2,APPC,HTML,DBC,HTML,BAY,EMC2
149,SRN,NGC,QLC,ZEN,QRL,WABI,ATM,MANA,BIX,DBC,WABI,SNM,UKG,BIX,XAS,DTR,PPC,PPC,XCP,COB
150,XCP,DATA,ADX,NLG,WABI,CTR,SPANK,ION,EDG,XBY,EDG,PPC,BIX,INS,HTML,APPC,SNM,APPC,EMC2,XBY
151,DATA,ETP,ATM,ANT,NULS,ANT,ITC,SNM,ITC,PPC,PPC,SPANK,WABI,WABI,PPC,SNM,TEL,TEL,HTML,XCP
152,ADX,ZEN,UNITY,ATM,SPANK,AMB,PPC,UTK,INT,DATA,AMB,EDG,PPC,UKG,INS,XBY,XBY,EMC2,ADX,PPC
153,WGR,MANA,LBC,EMC2,ANT,SNM,XCP,INT,DATA,EDG,SNM,COB,MDS,ION,WABI,PPC,APPC,SNM,NULS,BAY
154,ZEN,VIA,TRIG,ITC,ZEN,QRL,DNT,ITC,CTR,CTR,THETA,MDS,SNM,R,QRL,WABI,EMC2,DATA,APPC,UTK
155,LBC,WGR,NGC,CND,BAY,ITC,ANT,DATA,SNM,SNM,ADX,WABI,BAY,SNM,MOD,MLN,INS,ADX,XBY,DATA
156,MOD,MOD,MANA,MOD,NLG,ATM,MLN,ADX,AMB,INT,BCC,MOD,ETP,AGRS,AGRS,INS,WABI,INS,WABI,TEL
157,CND,CND,VIA,ADX,ATM,UTK,ADX,MTL,ZEN,MLN,TNT,UKG,MOD,PPC,UKG,UKG,ADX,UKG,BCC,SNM
158,MANA,BURST,CND,NULS,EMC2,ZEN,QRL,MOD,ADX,ADX,CTR,ZEN,ADT,ADX,ADX,ADX,MLN,XBY,MDS,ADX
159,ATM,WINGS,UKG,WGR,ADX,SPANK,AMB,MLN,MLN,ZEN,ZEN,ADX,ADX,MOD,MLN,MOD,INT,NULS,INS,WINGS
160,UKG,EDO,TAU,CTR,QLC,DNT,DATA,AMB,MTL,UKG,DATA,DATA,INT,VIA,CTR,SPANK,MOD,MDS,TEL,INS
161,UNITY,MTL,ITC,HST,DATA,DATA,MOD,ATM,MOD,NLG,MLN,BCC,AGRS,CTR,XBY,QRL,MDS,WABI,XP,APPC
162,TAU,DNT,WGR,LBC,MLN,NULS,CTR,ZEN,NLG,MOD,XAS,TNT,SPANK,INT,EDG,ETP,NULS,ETP,EDG,ETP
163,NLG,1ST,MOD,FUEL,MOD,MLN,UTK,DNT,UTK,NULS,NULS,CTR,CTR,TNT,TNT,AGRS,ION,INT,UKG,NULS
